claim_id,episode,kind,publisher,state,date,search_term,page_url,quote
90,1913 Recession,crisis,"the lake county times (hammond, ind.) 1906-1933",indiana,1913-06-03,business outlook,http://www.loc.gov/resource/sn86058242/1913-06-03/ed-1/?sp=1,"Crumpacker as congressman from the district that stands next to the Indi anapolis district in industrial Import ance, made the first trip back home for the sole purpose of getting first hand information regarding the attitude of manufacturers and business men on the business outlook."
91,1913 Recession,crisis,"the lake county times (hammond, ind.) 1906-1933",indiana,1913-06-03,business outlook,http://www.loc.gov/resource/sn86058242/1913-06-03/ed-1/?sp=1,It will be erected on a lot 50 by 90 feet on the north side of the street.
92,1913 Recession,crisis,"the lake county times (hammond, ind.) 1906-1933",indiana,1913-06-03,business outlook,http://www.loc.gov/resource/sn86058242/1913-06-03/ed-1/?sp=1,ONE WILL BE KING OF ITALY SOME DAY; A PATH OF PRIMROSES FOR THE OTHER the general business outlook and with out exception they assured me that the outlook for a prosperous year was bright.
93,1913 Recession,crisis,"the hattiesburg news (hattiesburg, miss.) 1908-1917",mississippi,1914-02-25,business outlook,http://www.loc.gov/resource/sn87065167/1914-02-25/ed-1/?sp=1,"especially to aspirants for the minor state offices, average voter who knows nothing whatever about the qualifications of either aspirant, and virtually has no choice, will put the cross-mark op posite the first name he finds on the ticket Often the 9449999999M9999 JAME8 J."
94,1913 Recession,crisis,"the hattiesburg news (hattiesburg, miss.) 1908-1917",mississippi,1914-02-25,business outlook,http://www.loc.gov/resource/sn87065167/1914-02-25/ed-1/?sp=1,"Hill, veteran railroad builder of the northwest, talked with President Wilson today and said the general business outlook in his opinion is good."
95,1913 Recession,crisis,"the hattiesburg news (hattiesburg, miss.) 1908-1917",mississippi,1914-02-25,business outlook,http://www.loc.gov/resource/sn87065167/1914-02-25/ed-1/?sp=1,9999999999999999 Will BEGIN WORK ON NEW BOMB N.0..M.&C.
96,1913 Recession,crisis,"the hattiesburg news (hattiesburg, miss.) 1908-1917",mississippi,1914-02-25,business outlook,http://www.loc.gov/resource/sn87065167/1914-02-25/ed-1/?sp=1,"26.\u2014A rumor la in circulation here that work will be Btarted in a few days upon actual con struction of the New Orleans line of the New Orleans, Mobile A Chicago railroad, to be constructed from Beau J mont to Ansley."
97,1913 Recession,crisis,the sun (new york [n.y.]) 1833-1916,new york,1913-09-21,business outlook,http://www.loc.gov/resource/sn83030272/1913-09-21/ed-1/?sp=12,SCHWAB GOES ABROAD TO ORDER 10 ORE SHIPS Big Fleet to Fly Foreign Flag Steel Man Discusses Business Outlook.
98,1913 Recession,crisis,the sun (new york [n.y.]) 1833-1916,new york,1913-09-21,business outlook,http://www.loc.gov/resource/sn83030272/1913-09-21/ed-1/?sp=12,"Schwab, president of the Bethlehem Steel Corporation, who sailed yesterday by the Hamburg-American liner Imporator, said he expected to spend only a week on the other side and that the chief object of hla trip was to arrange for the construction of a fleet of steam ships to transport Iron ore from Coqulmbo, Chile, by way of the Panama Canal to this port."
99,1913 Recession,crisis,the sun (new york [n.y.]) 1833-1916,new york,1913-09-21,business outlook,http://www.loc.gov/resource/sn83030272/1913-09-21/ed-1/?sp=12,"Bach ahlp will have a carry ing capacity of 16,000 tons."
100,1913 Recession,crisis,the sun (new york [n.y.]) 1833-1916,new york,1913-09-21,business outlook,http://www.loc.gov/resource/sn83030272/1913-09-21/ed-1/?sp=12,The contract will be placed with foreign builders because they can build cheaper than American.
101,1913 Recession,crisis,the sun (new york [n.y.]) 1833-1916,new york,1913-09-21,business outlook,http://www.loc.gov/resource/sn83030272/1913-09-21/ed-1/?sp=12,"The siitps will fly a foreign flag, probably that of Chile."
102,1913 Recession,crisis,the sun (new york [n.y.]) 1833-1916,new york,1913-09-21,business outlook,http://www.loc.gov/resource/sn83030272/1913-09-21/ed-1/?sp=12,"Schwab apoke a bit pessimistically of the business outlook, although he In troduced his remarks with the declaration that he was an optimist."
103,1913 Recession,crisis,the sun (new york [n.y.]) 1833-1916,new york,1913-09-21,business outlook,http://www.loc.gov/resource/sn83030272/1913-09-21/ed-1/?sp=12,"He said \""I think there will be a little recession In business, due to the uncertainty over this tariff revision and the currency bill."
104,1913 Recession,crisis,"the ogden standard (ogden city, utah) 1913-1920",utah,1914-02-11,business outlook,http://www.loc.gov/resource/sn85058396/1914-02-11/ed-1/?sp=6,"who died in Twin Falls last week, was a former resident of Ogden Word as to his relatives is wanted by the probate judge at Twin Falls Idaho Guests at Orpheum The State In dustrial students were guests at the Orpheum last evening by Invitation of R H Ryan of St Joseph's choir BUSINESS OUTLOOK IN HE WEST IS PROMISING R."
105,1913 Recession,crisis,"the evening times (grand forks, n.d.) 1906-1914",north dakota,1914-03-10,business outlook,http://www.loc.gov/resource/sn85042373/1914-03-10/ed-1/?sp=3,PRESIDENT LIKES BUSINESS OUTLOOK Company Has Been Active in Promoting the Better .Farming Movement.
106,1913 Recession,crisis,"the evening times (grand forks, n.d.) 1906-1914",north dakota,1914-03-10,business outlook,http://www.loc.gov/resource/sn85042373/1914-03-10/ed-1/?sp=3,"The meetings will open at the Com mercial club Wednesday morning, and will continue through Thursday aft ernoon."
107,1913 Recession,crisis,"the evening times (grand forks, n.d.) 1906-1914",north dakota,1914-03-10,business outlook,http://www.loc.gov/resource/sn85042373/1914-03-10/ed-1/?sp=3,"\""We believe, however, that whatever benefits the community helps our business and \u2022that we will get good returns from the work we are doing along this line.\"" Bovey Well Satisfied."
108,1913 Recession,crisis,"the evening times (grand forks, n.d.) 1906-1914",north dakota,1914-03-10,business outlook,http://www.loc.gov/resource/sn85042373/1914-03-10/ed-1/?sp=3,"\""We are well satisfied with the pres ent business outlook tn this state,\"" said Mr."
109,1913 Recession,crisis,"the evening times (grand forks, n.d.) 1906-1914",north dakota,1914-03-10,business outlook,http://www.loc.gov/resource/sn85042373/1914-03-10/ed-1/?sp=3,"\""The present indications are that the sales of the \""eoththg season Will' be' even largfer 'than usual."
110,1913 Recession,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1914-01-18,business outlook,http://www.loc.gov/resource/sn83030214/1914-01-18/ed-1/?sp=35,"{""/service/ndnp/dlc/batch_dlc_parkins_ver01/data/sn83030214/00206531733/1914011801/0423.xml"":{""full_text"":""WORK AT JJORRAY HILL PARK Bcttcr Business Outlook (auscofSicncsof Build?"
111,1913 Recession,crisis,"carson city daily appeal (carson city, nev.) 1907-1930",nevada,1914-03-04,business outlook,http://www.loc.gov/resource/sn86076241/1914-03-04/ed-1/?sp=2,THE BRIGHT BUSINESS OUTLOOK Nobody any longer doubts that busine-s has turned the corner and is steadily improving.
112,1913 Recession,crisis,"the clay city times (clay city, ky.) 1901-current",kentucky,1914-01-01,business outlook,http://www.loc.gov/resource/sn86069657/1914-01-01/ed-1/?sp=2,"wllllt Mlrt pitl7onfi Ofllentltta nrn vided, of course, that the amount so allotted shall not exceed what the county itself would be enti tled to."
113,1913 Recession,crisis,"the clay city times (clay city, ky.) 1901-current",kentucky,1914-01-01,business outlook,http://www.loc.gov/resource/sn86069657/1914-01-01/ed-1/?sp=2,We think this should be a part of the law for the ben elit of some progressive persons who may happen to live in coun ties that will not vote bonds to build pikes.
114,1913 Recession,crisis,"the clay city times (clay city, ky.) 1901-current",kentucky,1914-01-01,business outlook,http://www.loc.gov/resource/sn86069657/1914-01-01/ed-1/?sp=2,The business outlook for Olay City and Powell county for the New Year is as bright as usual and possibly a little brighter.
115,1913 Recession,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1914-01-01,return of prosperity,http://www.loc.gov/resource/sn84026749/1914-01-01/ed-1/?sp=7,"Replete with humorous incidents were the final hours of the old and the first hours of the new year in the lobbies, corridors, and dining-rooms of the ho- I If- ffl f 2& i m lT xt 4 v vi Zs3iHfH I fm B OUTLOOK IL BRGHT Trade Leaders in All Sections Look For an Early Return of Prosperity."
116,1913 Recession,crisis,"the tacoma times (tacoma, wash.) 1903-1949",washington,1914-02-20,return of prosperity,http://www.loc.gov/resource/sn88085187/1914-02-20/ed-1/?sp=3,"Peo ple in all walks of life are very optimistic regarding the return of prosperity, and feel that this year will be the beginning of another period of good times."
117,1913 Recession,crisis,"the tacoma times (tacoma, wash.) 1903-1949",washington,1914-02-20,return of prosperity,http://www.loc.gov/resource/sn88085187/1914-02-20/ed-1/?sp=3,"This con dition not only exists In the far east but ls the feeling of business men from the south aa well, and very forcibly expressed throughout the middle west Everyone I talked with predicts great prosperity and rapid growth for the Pacific Northwest, particu larly on account of the Panama canal soon to be open for com merce, also the Alaska railroad bill, which I notice since my re turn has passed both houses, and Ib ready for the president's sig nature."
118,1913 Recession,crisis,"the tacoma times (tacoma, wash.) 1903-1949",washington,1914-02-20,return of prosperity,http://www.loc.gov/resource/sn88085187/1914-02-20/ed-1/?sp=3,"The general Impression seems to be that these two great factors, which will provide means for transporting freight and pas sengers, point the way to unusual advantages for this particular sec tion of th* country.\"" Read Au* Marks* aad Grot try i p-g* today."
119,1913 Recession,crisis,"carson city daily appeal (carson city, nev.) 1907-1930",nevada,1914-01-07,return of prosperity,http://www.loc.gov/resource/sn86076241/1914-01-07/ed-1/?sp=2,"JANUARY 7, 1914 WEDNESDAY EVENING THE TIME IS RIPE With the passage of the tariff and currency bills and the coming of the new year it is a pleasure to note the tone of confidence that comes from all part of the United States predicting all sorts of good times for the future years."
120,1913 Recession,crisis,"carson city daily appeal (carson city, nev.) 1907-1930",nevada,1914-01-07,return of prosperity,http://www.loc.gov/resource/sn86076241/1914-01-07/ed-1/?sp=2,"The return of prosperity, which has been an absent member for seven or eight years, does not mean, however, that a plethora of cash is going to drop into the laps of those who are making no et forrt to help themselves or their communities, but it does mean that those who are sincere and honest, who have a meritorious propositi n will have no great trouble in raising the money to put it through."
121,1913 Recession,crisis,"carson city daily appeal (carson city, nev.) 1907-1930",nevada,1914-01-07,return of prosperity,http://www.loc.gov/resource/sn86076241/1914-01-07/ed-1/?sp=2,"To Nevada it means more perhaps than to any other state in the west, for with the advent of the panie in 1907, many embryo enter prises, with more than a modicum of virtue, were wrecked to a de gree that knocked hope of the future plumb out of the projectors and left theni almost on the shores of bankruptcy, but with the coming back of good times the tangled threads of their plans will be un knotted and with the aid that can be secured they will be revivified and made to succeed."
122,1913 Recession,crisis,"tonopah daily bonanza (tonopah, nev.) 1906-1929",nevada,1914-02-07,return of prosperity,http://www.loc.gov/resource/sn86076142/1914-02-07/ed-1/?sp=2,It is said that Henry Lane Wilson will restate his case in a book.
123,1913 Recession,crisis,"the birmingham age-herald (birmingham, ala.) 1902-1950",alabama,1913-11-16,return of prosperity,http://www.loc.gov/resource/sn85038485/1913-11-16/ed-1/?sp=7,"Few of them will admit they anticipate an early upward movement, hut they hold to the theory that prices cannot sink much lower, un less the whole country goes to the dogs."
124,1913 Recession,crisis,"the birmingham age-herald (birmingham, ala.) 1902-1950",alabama,1913-11-16,return of prosperity,http://www.loc.gov/resource/sn85038485/1913-11-16/ed-1/?sp=7,"Even the most earnest preachers of the goepnl of calamity have their limits, and they confess that sooner or later they expect a return of prosperity and popular serenity."
125,1913 Recession,crisis,"the birmingham age-herald (birmingham, ala.) 1902-1950",alabama,1913-11-16,return of prosperity,http://www.loc.gov/resource/sn85038485/1913-11-16/ed-1/?sp=7,"The prophecy la oft heard that money will bo easy after the first of the year, and that stocks bought now and held stubbornly will yield large speculative profits during the winter months."
126,1913 Recession,crisis,"idaho county free press (grangeville, idaho territory) 1886-current",idaho,1914-03-12,return of prosperity,http://www.loc.gov/resource/sn86091100/1914-03-12/ed-1/?sp=5,"His reply will be awaited with in terest, containing as it will, of course, facts and figures to sustain his sweep ing charges against Perkins, and a per orational burst anent his classification by the Times as a demagogue and (O Lord!) a pussyfoot and trimmer!"
127,1913 Recession,crisis,"the nezperce herald (nezperce, idaho) 1900-1957",idaho,1914-02-05,return of prosperity,http://www.loc.gov/resource/sn89055082/1914-02-05/ed-1/?sp=4,"Not only does this imttense order bear on the return of general pros perity, but it will mean much to the lumberman of the Pacific Northwes*, since the greater number of these cars will be of wool, and the lumber manufacturers of that section will of necessity be called upon to supply most of the lumber."
128,1913 Recession,crisis,"the ocala banner (ocala, marion county, fla.) 1883-194?",florida,1914-02-20,return of prosperity,http://www.loc.gov/resource/sn88074815/1914-02-20/ed-1/?sp=4,"\u201cWhere there\u2019s a will, there\u2019s a way,\u201d and the city can find a way for the erection of a fine city hall."
129,1913 Recession,crisis,"aberdeen herald (aberdeen, chehalis county, w.t.) 1886-1917",washington,1914-02-06,return of prosperity,http://www.loc.gov/resource/sn87093220/1914-02-06/ed-1/?sp=1,"which guarantees fulfillment of the contract within a specified time, and it was the decision o\u00a3 the com mittee to collect the bond in accord ance with the agreement It is the understanding the bond ing company will join hands with its client in the damage action against the company, which, it is claimed, sold a dredger that failed to do as guaranteed."
130,1913 Recession,crisis,"aberdeen herald (aberdeen, chehalis county, w.t.) 1886-1917",washington,1914-02-06,return of prosperity,http://www.loc.gov/resource/sn87093220/1914-02-06/ed-1/?sp=1,"Not only does this immense order bear on the return of general pros perity, but It wll mean much to the lumbermen of the Pacific Northwest, since the greater number of these cars will be of wood, and the lumber manufacturers of Western Washing ton will of necessity be called upon to supply most of the lumber."
131,1913 Recession,crisis,"aberdeen herald (aberdeen, chehalis county, w.t.) 1886-1917",washington,1914-02-06,return of prosperity,http://www.loc.gov/resource/sn87093220/1914-02-06/ed-1/?sp=1,"Of this rolling stock, 4,000 will be the double-sheep boxcar of 100,000 pounds capacity, 400 will be stock cars of the same type as heretofore used and have a capacity of 80.00U pounds each, while 600 of the cars will be of all-steel, exclusively, for automobile use, of 100,000 pounds capacity and fifty feet long inside."
132,1913 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1913-11-16,return of prosperity,http://www.loc.gov/resource/sn83045462/1913-11-16/ed-1/?sp=21,"They simply buy when favored specialties look attractive, but they are seldom inspired with actual bullishness Few of them will a^mit they unticlpat' an earlv upward movement, but they hold to the theory that prices cannot sink much lower unless the whole country goes to the dogs."
133,1913 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1913-11-16,return of prosperity,http://www.loc.gov/resource/sn83045462/1913-11-16/ed-1/?sp=21,"The prophecy is oft heard that money will be easy after the tirst of the year, and that stocks bought now and held stubbornly will yield large speculative profits during the winter months."
134,1913 Recession,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1914-01-20,return of prosperity,http://www.loc.gov/resource/sn87055779/1914-01-20/ed-1/?sp=5,OVER NATIO C Members of Both Houses of Congress Predict Revival of Business and Return of Prosperity.
135,1913 Recession,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1914-01-20,return of prosperity,http://www.loc.gov/resource/sn87055779/1914-01-20/ed-1/?sp=5,1 Li1 VJ a T.l O O T URIG'NT OUTLOOK STB K RAILROAD E EMPLOYES SHORT ONE t S.
136,1913 Recession,crisis,"the mitchell capital (mitchell, dakota [s.d.]) 1879-1918",south dakota,1914-02-26,return of prosperity,http://www.loc.gov/resource/sn2001063112/1914-02-26/ed-1/?sp=8,*rU* LOWER BEEFIIII COKES RESULT So Declares Secretary Redfield in Speech yij Last Night/ FOOD PRICES CUT Importation of Argentine Pro\u00ad ducts Credited\u2014Return of Prosperity Is Predicted.
137,1913 Recession,crisis,"the daily sentinel (grand junction, colo.) 1893-current",colorado,1913-12-24,return of prosperity,http://www.loc.gov/resource/sn86066870/1913-12-24/ed-1/?sp=4,"Mr, Norris states that things have been Just a trifle dull in the east this year, but that the prospect for a bumper crop and the return of prosperity next year is excellent."
138,1913 Recession,crisis,"idaho county free press (grangeville, idaho territory) 1886-current",idaho,1914-02-26,return of prosperity,http://www.loc.gov/resource/sn86091100/1914-02-26/ed-1/?sp=1,Work will start as soon as the frost is out of the ground and the weather is settled.
139,1913 Recession,crisis,"idaho county free press (grangeville, idaho territory) 1886-current",idaho,1914-02-26,return of prosperity,http://www.loc.gov/resource/sn86091100/1914-02-26/ed-1/?sp=1,ELK STRIKE STARTS BOON Rich Find on Black Pine Re-Awakens World to Wealth of Central Idaho Mines\u2014Revival Predicted.
140,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-1/?sp=16,"It should not waste time in expensive study of that art; but every child should have the opportunity to hear good music, and should be taught to listen to it, and so form a taste and an understanding which will prove of value later in life."
141,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-1/?sp=16,The prosperity has been predicted often and confidently in The Georgian.
142,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-1/?sp=16,"By most Atlantans, the forecasts were accepted jubilantly, and as accurate predictions."
143,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-2/?sp=10,"If a child has no musical talent or taste, it should not waste time in expensive study of that art; but every child should have the opportunity to hear good music, and should be taught to listen to it, and so form a taste and an understanding which will fcrove of value later in life."
144,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-2/?sp=10,The prosperity has been predicted often and confidently in The Georgian.
145,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-2/?sp=10,"By most Atlantans, the forecasts were accepted jubilantly, and as accurate predictions."
146,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-6/?sp=18,"If a child has no musical talent or taste, it should not waste time in expensive study of that art; but every child should have the opportunity to hear good music, and should be taught to listen to it, and so form a taste and an understanding which will prove of value later In life."
147,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-6/?sp=18,The prosperity has been predicted often and confidently tn The Georgian.
148,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-6/?sp=18,"By most Atlantans, the forecasts were accepted jubilantly, and as accurate predictions."
149,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-5/?sp=18,"and so form a taste and an understanding which will prove of value later in life These are but a few sugges tions; but those who have the great privilege of caring for chil dren, as parents and teachers, ought to be able to amplify them and turn them to practical use."
150,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-5/?sp=18,The prosperity has been predicted often and confidently tn The Georgian.
151,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-5/?sp=18,"By most Atlantans, the forecasts were accepted jubilantly, and as accurate predictions."
152,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-4/?sp=18,The prosperity has been predicted often and confidently in The Georgian.
153,1913 Recession,crisis,"atlanta georgian (atlanta, ga.) 1912-1939",georgia,1913-11-04,return of prosperity,http://www.loc.gov/resource/sn89053729/1913-11-04/ed-4/?sp=18,"By most Atlantans, the forecasts were accepted jubilantly, and as accurate predictions."
154,1923 Recession,crisis,"grand rapids herald-review (grand rapids, itasca county, minn) 1896-current",minnesota,1924-04-30,business depression,http://www.loc.gov/resource/sn82002441/1924-04-30/ed-1/?sp=3,La bor costs will always be merely the \u201cwhole thing\u201d in building.
155,1923 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1924-05-24,business depression,http://www.loc.gov/resource/sn83045462/1924-05-24/ed-1/?sp=21,Critics believe that until those mushroom financiers are swept away there will be no relief for business.
156,1923 Recession,crisis,"ventnor news (ventnor city, n.j.) 1907-1926",new jersey,1924-02-06,business depression,http://www.loc.gov/resource/sn92059905/1924-02-06/ed-1/?sp=27,"Preis, \u201cit is because the buying public is de serting such merchants and their business places that I am inclined to believe that the best business institutions of Atlantic City are on a solid basis and really coming into their own."
157,1923 Recession,crisis,"ventnor news (ventnor city, n.j.) 1907-1926",new jersey,1924-02-06,business depression,http://www.loc.gov/resource/sn92059905/1924-02-06/ed-1/?sp=27,"The complaints are coming from those who had neither knowledge nor ability to build up honest, sincere business and who, natur ally, would rather blame anything than to blame themselves."
158,1923 Recession,crisis,"ventnor news (ventnor city, n.j.) 1907-1926",new jersey,1924-02-06,business depression,http://www.loc.gov/resource/sn92059905/1924-02-06/ed-1/?sp=27,"\u201cThere is no chance for success in retail merchandising in Atlan tic City without hard work, full knowledge of business and, above all, honesty that insists upon such fair dealing as will win the con fidence of the people."
159,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1924-03-12,business depression,http://www.loc.gov/resource/sn86063761/1924-03-12/ed-1/?sp=4,"Business in'general assumes a decidedly more optim istic outlook, and the business man with v'Sion is ah ready carefully laying his plans for the business revival v that is practically u; -onhis."
160,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1924-01-23,business depression,http://www.loc.gov/resource/sn86063761/1924-01-23/ed-1/?sp=8,FINAL DISCHAHRGE Notice is hereby given that the Un dersigned will apply to W F.
161,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1924-01-23,business depression,http://www.loc.gov/resource/sn86063761/1924-01-23/ed-1/?sp=8,"0 Business in general assumes a decidedly more optim istic outlook, and the business man with vision is al\\ ready carefully laying his plans for the business revival that is practically upon us."
162,1923 Recession,crisis,"americus times-recorder (americus, ga.;[americus, ga.?]) 1891-current",georgia,1924-05-23,business depression,http://www.loc.gov/resource/sn89053204/1924-05-23/ed-1/?sp=3,C>.s\\>v-' -fl ly I j| I '>Whether the price of cotton next fall be high or W We cann \u00b0t have prosperity unless we make 'fill M ill HZ/ 1 the crop that has been planted.
163,1923 Recession,crisis,"americus times-recorder (americus, ga.;[americus, ga.?]) 1891-current",georgia,1924-05-23,business depression,http://www.loc.gov/resource/sn89053204/1924-05-23/ed-1/?sp=3,"It will be worth lull (ill Iffll mWIlf Mill m \u00b0re with high prices, and less with low prices; 1 V'n/ \u2019'Vdvffif Wi' 'uMW 'l/l n M f/Ou/ 1 1 ill w b e tber prices be high or low, we cannot es- Wlw 111 I I f fflfflkSJll I 1 ca P e serious business depression if we let the I Weevil win."
164,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1924-01-16,business depression,http://www.loc.gov/resource/sn86063761/1924-01-16/ed-1/?sp=5,"Business in general assumes a decidedly more optim istic outlook, and the business man with vision is al ready carefully laying his plans for the business revival that is practically u^on us."
165,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1923-10-10,business depression,http://www.loc.gov/resource/sn86063761/1923-10-10/ed-1/?sp=7,"Business in general assumes a decidedly more optim istic outlook, and the business man withv vision is al ready carefully lading his plans for the business revival that is practically'upon us."
166,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1924-04-09,business depression,http://www.loc.gov/resource/sn86063761/1924-04-09/ed-1/?sp=5,"Business in general assumes a decidedly more optiin- istic outlook, and the business man with yisior is al* ready carefully laying his plans for the business revival *4 that is practically upon us."
167,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1923-11-28,business depression,http://www.loc.gov/resource/sn86063761/1923-11-28/ed-1/?sp=5,"I HAVE RECEIVED A SHIPMENT OF FINE MULES, AND AM NOW READY FOR BUSINESS AT RAUCH\u2019S STABLES, WHERE I WILL BE GLAD TO HAVE FRIENDS AND OLD CUSTOMERS CALL WHEN IN THE MARKET FOR LIVESTOCK."
168,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1923-11-28,business depression,http://www.loc.gov/resource/sn86063761/1923-11-28/ed-1/?sp=5,"Business in general assumes a decidedly mor^ optim istic outlook, and the business .man with vision is al ready carefully laying his plans for the business revival that is practically u':-on us."
169,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1924-03-05,business depression,http://www.loc.gov/resource/sn86063761/1924-03-05/ed-1/?sp=4,"r Business in general assumes a'decfdedly more optim istic outlook, and the business man with vision is al ready carefully paying his plans for the business revival that is practically u**on us."
170,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1924-03-26,business depression,http://www.loc.gov/resource/sn86063761/1924-03-26/ed-1/?sp=5,":ne L ia- \u2019k I Business in genera] assumes a decididly mor istic outlook,* and the business man wLh vision ready carefully lairing hi3 plans fo\u00bb* Lie biiiirres that is practically u^on U^, t \u2022r\u2018L One of^ the first a.id most\"" imp* rtaaL action be your association with |he BANK in fa."
171,1923 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1924-03-09,business depression,http://www.loc.gov/resource/sn83045462/1924-03-09/ed-1/?sp=92,"The largest demand is for an automobile that will i operate smoothly, yet economically."
172,1923 Recession,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1923-11-05,business depression,http://www.loc.gov/resource/sn82016181/1923-11-05/ed-3/?sp=10,"Selling Absorbed Stocks had to absorb considerable selling in the first hour, but the offerings in the general list were taken at scant recessions from the movement's best levels, while Du Pont and a few other issues con tinued to move ahead."
173,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1924-03-19,business depression,http://www.loc.gov/resource/sn86063761/1924-03-19/ed-1/?sp=5,"Will grow cotton, corn, wheat, oa\u00a3s, and other crops."
174,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1924-03-19,business depression,http://www.loc.gov/resource/sn86063761/1924-03-19/ed-1/?sp=5,"..Jl |r| Business in general assumes a Ifeei^etfiff more bpfirn- istie outlook* and the business man with vision ^|,al* ready carefully lading his.glans for the business revival \u2018jj that is practically u* ori us."
175,1923 Recession,crisis,"ventnor news (ventnor city, n.j.) 1907-1926",new jersey,1924-04-02,business depression,http://www.loc.gov/resource/sn92059905/1924-04-02/ed-1/?sp=15,"When ever business is improving or is in a period of prosperity, when employment is good and wages are .high, the party in power will in all probability be maintained re gardless of its politics."
176,1923 Recession,crisis,"ventnor news (ventnor city, n.j.) 1907-1926",new jersey,1924-04-02,business depression,http://www.loc.gov/resource/sn92059905/1924-04-02/ed-1/?sp=15,"\u201cWith this situation in mind we are facing the election of Novem ber, 1924, and it is rather more pertinent to ask \u2018What effect will business have on the election\u2019 than it is to ask \u2018How will the election affect business?\u2019 The first two years of Mr."
177,1923 Recession,crisis,"the dispatch-news (lexington, s.c.) 1919-2001",south carolina,1923-10-31,business depression,http://www.loc.gov/resource/sn86063761/1923-10-31/ed-1/?sp=8,"r j Business in general assumes a decidedly more optim istic outlook, and the business man with vision is al ready carefully laying his platt^for the business revival that is practically upon us."
178,1923 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1923-12-30,business outlook,http://www.loc.gov/resource/sn83045462/1923-12-30/ed-1/?sp=12,and the price fluctuations during the year i The Old World Business Outlook for \u201cBy George Sdmackel.
