source,forecaster_id,variable_canonical,forecast_date,horizon_native,pred_growth,pred_direction,realized_direction,hit,source_file,variable_native,year
greenbook,fed_staff,general_business,1982-12-15,+1..+4Q,6.95,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1982
greenbook,fed_staff,general_business,1983-02-02,+1..+4Q,8.674999999999999,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1983
greenbook,fed_staff,general_business,1983-03-23,+1..+4Q,7.575,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1983
greenbook,fed_staff,general_business,1983-05-18,+1..+4Q,8.475,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1983
greenbook,fed_staff,general_business,1983-07-06,+1..+4Q,7.6,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1983
greenbook,fed_staff,general_business,1983-08-17,+1..+4Q,6.075,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1983
greenbook,fed_staff,general_business,1983-09-28,+1..+4Q,6.7,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1983
greenbook,fed_staff,general_business,1983-11-09,+1..+4Q,6.2,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1983
greenbook,fed_staff,general_business,1983-12-14,+1..+4Q,5.95,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1983
greenbook,fed_staff,general_business,1984-01-25,+1..+4Q,4.975,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1984
greenbook,fed_staff,general_business,1984-03-21,+1..+4Q,7.125,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1984
greenbook,fed_staff,general_business,1984-05-16,+1..+4Q,4.7,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1984
greenbook,fed_staff,general_business,1984-07-11,+1..+4Q,3.875,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1984
greenbook,fed_staff,general_business,1984-08-15,+1..+4Q,4.55,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1984
greenbook,fed_staff,general_business,1984-09-26,+1..+4Q,4.275,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1984
greenbook,fed_staff,general_business,1984-10-31,+1..+4Q,4.0,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1984
greenbook,fed_staff,general_business,1984-12-12,+1..+4Q,3.45,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1984
